Unnamed: 0,file_name,ground_truth,StutterType
10921,6081-42010-0028,and the magistrate finding that this last thrust had failed to produce any effect gave up the fight in despair he rang the bell and ordered the guard to conduct the witness back to prison,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10922,6081-42010-0029,and to take every precaution to prevent him seeing his wife again when polyte had departed lecoq reentered the room,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10923,6081-42010-0030,but i thought you would be waiting for me and made haste to bring her here i thought i was acting for the best never mind the misfortune can be repaired no sir no since she has seen her husband,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10924,6081-42010-0031,it is quite impossible to get her to speak she loves that rascal intensely and he has a wonderful influence over her you heard what he said he threatened her with death if she breathed a word about lacheneur,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10925,6081-42010-0032,and she is so terrified that there is no hope of making her speak,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10926,6081-42010-0033,again set foot in his office the poor creature seemed nearly heartbroken,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10927,6081-42010-0034,polyte's threat had aroused the most sinister apprehensions in her mind not understanding his connection with the affair she asked herself if her testimony might not prove his death warrant,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10928,6081-42010-0035,no or i don't know and retracted everything she had previously stated to lecoq she swore that she had been misunderstood that her words had been misconstrued,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10929,6081-42010-0036,at last she burst into wild despairing sobs and pressed her frightened child against her breast what could be done to overcome this foolish obstinacy as blind and unreasoning as a brute's,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10930,6081-42010-0037,but remember that your strange silence injures your husband far more than anything you could say she left the room or rather she rushed wildly from it as though only too eager to escape,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10931,6081-41997-0000,hence the driver's hope of finding them in the rue de bourgogne,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10932,6081-41997-0001,and yet he did not hesitate to jump on to the box and give the signal for starting in so doing he obeyed a maxim which he had,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10933,6081-41997-0002,a maxim intended to assure his after fame and which ran as follows always suspect that which seems probable and begin by believing what appears incredible,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10934,6081-41997-0003,as soon as the vehicle was well under way the young detective proceeded to ingratiate himself into the driver's good graces being anxious to obtain all the information that this worthy was able to impart,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10935,6081-41997-0004,in a tone that implied that all trifling would be useless the cabman cried hey up hey up cocotte and his mare pricked up her ears and quickened her pace so that the rue de choisy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10936,6081-41997-0005,was speedily reached then it was that lecoq resumed his inquiries well my good fellow he began you have told me the principal facts now i should like the details,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10937,6081-41997-0006,how did these two women attract your attention,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10938,6081-41997-0007,i had been having a most unfortunate day six hours on a stand on the boulevards with the rain pouring all the time it was simply awful at midnight i had not made more than a franc and a,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10939,6081-41997-0008,half for myself but i was so wet and miserable and the horse seemed so done up that i decided to go home i did grumble i can tell you well i had just passed the corner of the rue picard,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10940,6081-41997-0009,when i saw two women standing under a lamp some little distance off i did not pay any attention to them for when a man is as old as i am women go on said lecoq who could not restrain his impatience,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10941,6081-41997-0010,i had already passed them when they began to call after me i pretended i did not hear them but one of them ran after the cab crying,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10942,6081-41997-0011,a louis for yourself i hesitated for a moment when the woman added and ten francs for the fare i then drew up lecoq was boiling over with impatience but he felt that the wisest course was not to interrupt the driver with questions,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10943,6081-41997-0012,but to listen to all he had to say as you may suppose continued the coachman i wasn't inclined to trust two such suspicious characters alone at that hour and in that part of the city,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10944,6081-41997-0013,so just as they were about to get into the cab i called to them wait a bit my little friends you have promised papa some sous where are they the one who had called after the cab at once handed me thirty francs,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10945,6081-41997-0014,saying above all make haste your recital could not be more minute exclaimed lecoq approvingly now how about these two women,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10946,6081-41997-0015,which ran after you the girl who was neatly dressed the one who the driver suddenly paused some vivid remembrance passed through his brain and abruptly jerking the rains,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10947,6081-41997-0016,i did notice something strange one of the two women called the other madame as large as life while the other said thee and thou and spoke as if she were somebody,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10948,6081-41997-0017,and which was it that said thee and thou,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10949,6081-41997-0018,she with shabby dress and shoes as big as a gouty man's you should have seen her shake the prim looking girl as if she had been a plum tree you little fool said she do you want to ruin us,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10950,6081-41997-0019,you will have time to faint when we get home now come along and then she began to sob indeed madame indeed i can't she said and really she seemed quite unable to move in fact,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10951,6081-41997-0020,she appeared to be so ill that i said to myself here is a young woman who has drunk more than is good for her these facts confirmed even if they corrected,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10952,6081-41997-0021,lecoq's first suppositions as he had suspected the social position of the two women was not the same he had been mistaken however,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10953,6081-41997-0022,in attributing the higher standing to the woman wearing the shoes with the high heels the marks of which he had so particularly noticed in the snow with all the attendant signs of precipitation terror and weakness,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10954,6081-41997-0023,in reality social preeminence belonged to the woman who had left the large broad footprints behind her and not merely was she of a superior rank but she had also shown superior energy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10955,6081-41997-0024,contrary to lecoq's original idea it now seemed evident that she was the mistress and her companion the servant is that all my good fellow he asked the driver,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10956,6081-41997-0025,had a hand as small as a child's and in spite of her anger her voice was as sweet as music did you see her face i just caught a glimpse of it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10957,6081-41997-0026,whether she was a blonde or brunette so many questions at a time confused the driver stop a minute he replied in my opinion she wasn't pretty and i don't believe she was young,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10958,6081-41997-0027,but she certainly was a blonde and with plenty of hair too was she tall or short stout or slender between the two this was very vague and the other,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10959,6081-41997-0028,asked lecoq the neatly dressed one the deuce as for her i did not notice her at all all i know about her is that she was very small would you recognize her if you met her again good heavens no,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10960,6081-41997-0029,the vehicle was now rolling along the rue de bourgogne half way down the street the driver pulled up and turning to lecoq exclaimed here we are that's the house the hussies went into,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10961,6081-41997-0030,to draw off the silk handkerchief that served him as a muffler to fold it and slip it into his pocket to spring to the ground and enter the house indicated was only the work of an instant for the young detective,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10962,6081-41997-0031,in the concierge's little room he found an old woman knitting lecoq bowed to her politely and displaying the silk handkerchief exclaimed madame i have come to return this article to one of your lodgers,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10963,6081-41997-0032,to which one really i don't exactly know in a moment the worthy dame imagined that this polite young man was making fun of her you scamp she began,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10964,6081-41997-0033,excuse me interrupted lecoq allow me to finish i must tell you that at about three o'clock in the morning of the day before yesterday i was quietly returning home when two ladies who were seemingly in a great hurry,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10965,6081-41997-0034,overtook me and passed on one of them dropped this handkerchief which i picked up i hastened after her to restore it but before i could overtake them they had rung the bell at your door and were already in the house,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10966,6081-41997-0035,for fear of disturbing you yesterday i was so busy i couldn't come however here i am at last and here's the handkerchief so saying,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10967,6081-41997-0036,i slipped on my dress and went out into the hall where i saw two women hastening toward the door before i could reach them they slammed the door in my face i opened it again as quickly as i could and looked out into the street,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10968,6081-41997-0037,but they were hurrying away as fast as they could in what direction oh they were running toward the rue de varennes,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10969,6081-41997-0038,however he bowed civilly to the concierge whom he might possibly have need of at another time and then went back to the cab as i had supposed they do not live here he remarked to the driver,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10970,6081-41998-0000,when a mysterious crime has been perpetrated or a great catastrophe has happened and the identity of the victims has not been established a great day invariably follows at the morgue,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10971,6081-41998-0001,the attendants are so accustomed to the horrors of the place that the most sickly sight fails to impress them and even under the most distressing circumstances they hasten gaily to and fro,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10972,6081-41998-0002,exchanging jests well calculated to make an ordinary mortal's flesh creep as a rule they are far less interested in the corpses laid out for public view on the marble slabs in the principal hall,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10973,6081-41998-0003,as the vehicle conveying lecoq reached the quay,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10974,6081-41998-0004,the newspapers had reported the tragedy at the widow chupin's drinking den of course more or less correctly and everybody wished to see the victims,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10975,6081-41998-0005,i prefer to alight here rather than in front of the morgue he said springing to the ground then producing first his watch and next his purse he added,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10976,6081-41998-0006,we have been an hour and forty minutes my good fellow consequently i owe you nothing at all replied the driver decidedly but no not a sou,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10977,6081-41998-0007,i am too worried already to think that i took the money these hussies offered me it would only have served me right if the liquor i bought with it had given me the gripes don't be uneasy about the score and if you need a trap use mine for nothing,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10978,6081-41998-0008,till you have caught the jades as lecoq's purse was low he did not insist you will at least take my name and address continued the driver certainly,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10979,6081-41998-0009,the magistrate will want your evidence and a summons will be sent you all right then address it to papillon eugene driver,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10980,6081-41998-0010,i lodge at his place because i have some small interest in the business you see the young detective was hastening away when papillon called him back when you leave the morgue you will want to go somewhere else he said,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10981,6081-41998-0011,you told me that you had another appointment and that you were already late yes i ought to be at the palais de justice but it is only a few steps from here no matter,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10982,6081-41998-0012,i will wait for you at the corner of the bridge it's useless to say no i've made up my mind and i'm a breton you know,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10983,6081-41998-0013,accordingly lecoq made a gesture of assent and then hurried toward the morgue if there was a crowd on the roadway outside it was because the gloomy building itself was crammed full of people indeed the sightseers,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10984,6081-41998-0014,most of whom could see nothing at all were packed as closely as sardines,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10985,6081-41998-0015,that lecoq managed to effect an entrance as usual he found among the mob a large number of girls and women for strange to say,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10986,6081-41998-0016,to the disgusting sights and horrible emotions that repay a visit to the morgue the shop and work girls who reside in the neighborhood readily go out of their way to catch a glimpse of the corpses,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10987,6081-41998-0017,which crime accident and suicide bring to this horrible place a few,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10988,6081-41998-0018,may come no further than the door but the others enter and after a long stare return and recount their impressions to their less courageous companions if there should be no corpse exhibited,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10989,6081-41998-0019,if all the marble slabs are unoccupied strange as it may seem the visitors turn hastily away with an expression of disappointment or discontent there was no fear of their doing so however,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10990,6081-41998-0020,for the mysterious murderer whose identity lecoq was trying to establish had furnished three victims for their delectation,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10991,6081-41998-0021,and yet a damp chill came from beyond the iron railings while from the crowd itself rose an infectious vapor impregnated with the stench of the chloride of lime used as a disinfectant,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10992,6081-41998-0022,as a continuous accompaniment to the exclamations sighs and whispered comments of the bystanders came the murmur of the water trickling from a spigot at the head of each slab a tiny stream that flowed forth,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10993,6081-41998-0023,only to fall in fine spray upon the marble through the small arched windows a gray light stole in on the exposed bodies bringing each muscle into bold relief,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10994,6081-41998-0024,revealing the ghastly tints of the lifeless flesh and imparting a sinister aspect to the tattered clothing hung around the room to aid in the identification of the corpses this clothing after a certain time is sold,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10995,6081-41998-0025,for nothing is wasted at the morgue however lecoq was too occupied with his own thoughts to remark the horrors of the scene he scarcely bestowed a glance on the three victims,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10996,6081-41998-0026,whom he could not perceive had gevrol intentionally or unintentionally failed to fulfil his promise,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10997,6081-41998-0027,unable to explain the cause of his comrade's absence lecoq addressed himself to the head keeper it would seem that no one has recognized the victims he remarked no one and yet,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10998,6081-41998-0028,ever since opening we have had an immense crowd if i were master here on days like this i would charge an admission fee of two sous a head,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10999,6081-41998-0029,it would bring in a round sum more than enough to cover the expenses the keeper's reply seemed to offer an inducement to conversation but lecoq did not seize it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11000,6081-41998-0030,but after a moment's hesitation he ventured to inquire are you one of them yes i am replied lecoq exhibiting his card in support of his assertion and your name,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11001,6081-41998-0031,the keeper's face brightened up in that case said he i have a letter for you written by your comrade who was obliged to go away here it is the young detective at once tore open the envelope and read,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11002,6081-41998-0032,monsieur lecoq monsieur this simple formula of politeness brought a faint smile to his lips,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11003,6081-41998-0033,when at about nine o'clock three young men entered arm in arm from their manner and appearance i judged them to be clerks in some store or warehouse,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11004,6081-41998-0034,suddenly i noticed that one of them turned as white as his shirt and calling the attention of his companions to one of the unknown victims he whispered gustave,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11005,6081-41998-0035,his comrades put their hands over his mouth and one of them exclaimed what are you about you fool to mix yourself up with this affair do you want to get us into trouble thereupon they went out and i followed them,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11006,6081-41998-0036,but the person who had first spoken was so overcome that he could scarcely drag himself along and his companions were obliged to take him to a little restaurant close by i entered it myself and it is there i write this letter,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11007,6081-41998-0037,in the mean time watching them out of the corner of my eye i send this note explaining my absence to the head keeper who will give it you you will understand that i am going to follow these men a b,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11008,6081-41998-0038,s the handwriting of this letter was almost illegible and there were mistakes in spelling in well nigh every line still its meaning was clear and exact and could not fail to excite the most flattering hopes,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11009,6081-41998-0039,as the old coachman urged on his horse he could not refrain from saying things are going on to suit you a friendly hush was the only response,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11010,6081-41998-0040,who insisted upon remaining at his orders he succeeded at last however but even when he had reached the portico on the left side of the building,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11011,6081-41998-0041,lecoq had entered the left wing of the palais he climbed the stairs till he had reached the third floor and was about to enter the long narrow badly lighted corridor,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11012,6081-41998-0042,when finding a doorkeeper installed behind a heavy oaken desk he remarked,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11013,6081-41998-0043,the man shook his head no said he,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11014,8108-274318-0000,it all seemed so rapid and uncalculated after that the events that took place in this little modern room at the top of putney hill between midnight and sunrise that doctor silence was hardly able to follow and remember it all,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11015,8108-274318-0001,it came about with such uncanny swiftness and terror the light was so uncertain the movements of the black cat so difficult to follow on the dark carpet and the doctor himself so weary and taken by surprise that he found it almost impossible,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11016,8108-274318-0002,to observe accurately or to recall afterwards precisely what it was he had seen or in what order the incidents had taken place he never could understand what defect of vision on his part made it seem as though the cat had duplicated itself at first,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11017,8108-274318-0003,and then increased indefinitely so that there were at least a dozen of them darting silently about the floor leaping softly on to chairs and tables passing like shadows from the open door to the end of the room all black as sin,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11018,8108-274318-0004,with brilliant green eyes flashing fire in all directions it was like the reflections from a score of mirrors placed round the walls at different angles nor could he make out at the time why the size of the room seemed to have altered,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11019,8108-274318-0005,the snarling of the enraged and terrified collie sounded sometimes so far away the ceiling seemed to have raised itself so much higher than before and much of the furniture had changed in appearance and shifted marvellously it was all so confused and confusing,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11020,8108-274318-0006,into the dimensions of quite another chamber that came to him with its host of cats and its strange distances in a sort of vision but these changes came about a little later and at a time when his attention was so concentrated,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11021,8108-274318-0007,upon the proceedings of smoke and the collie that he only observed them as it were subconsciously and the excitement the flickering candlelight the distress he felt for the collie,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11022,8108-274318-0008,were the poorest possible allies to careful observation at first he was only aware that the dog was repeating his short dangerous bark from time to time snapping viciously at the empty air a foot or so from the ground once indeed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11023,8108-274318-0009,he sprang upwards and forwards working furiously with teeth and paws and with a noise like wolves fighting but only to dash back the next minute against the wall behind him then after lying still for a bit he rose to a crouching position,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11024,8108-274318-0010,as though to spring again snarling horribly and making short half circles with lowered head and smoke all the while meowed piteously by the window as though trying to draw the attack upon himself then it was that the rush of the whole dreadful business,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11025,8108-274318-0011,seemed to turn aside from the dog and direct itself upon his own person the collie had made another spring and fallen back with a crash into the corner where he made noise enough in his savage rage to waken the dead before he fell to whining,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
