FileName,Text,StutterType
1502-122619-0094,the chiefs drew back again to their several places and silence reigned in the whole encampment,[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0]
1502-122619-0095,arose left the crowd and entered the lodge which has already been noted as the object of so much attention throughout that morning,[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1502-122619-0096,escorting the individuals who had caused all these solemn preparations toward the seat of judgment the crowd opened in a lane and when the party had re entered,[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0000,and now our family is very well represented in the old orchard said chebec proudly slowly peter reached over his back with his long left hind foot and thoughtfully scratched his long right ear,[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0001,he didn't like to admit that he couldn't recall those two cousins of chebec's did you say your fighting cousin he asked in a hesitating way that's what i said replied chebec he is scrapper the kingbird as of course you know,"[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 0]"
1743-142912-0002,the rest of us always feel safe when he is about of course i know him declared peter his face clearing where is he now,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0003,at that very instant a great racket broke out on the other side of the old orchard and in no time at all the feathered folks were hurrying from every direction screaming at the top of their voices,"[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 0]"
1743-142912-0004,of course peter couldn't be left out of anything like that and he scampered for the scene of trouble as fast as his legs could take him,[0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0005,and this way and that way as if trying to get away from something or somebody for a minute peter couldn't think what was the trouble with redtail and then he saw,[0 0 0 0 0 0 0 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0006,a white throated white breasted bird having a black cap and back and a broad white band across the end of his tail was darting at redtail as if he meant to pull out every feather in the latter's coat,"[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
 0 0 0 0]"
1743-142913-0025,tommy tit the chickadee sometimes uses an old house then again he and missus chickadee get fussy and make a house for themselves yellow wing the flicker who really is a woodpecker often uses an old house but quite often makes a new one,"[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
103-1240-0051,only don't say i didn't warn you if he burns green gables down or puts strychnine in the well i heard of a case over in new brunswick where an orphan asylum child did that and the whole family died in fearful agonies only it was a girl in that instance well we're not getting a girl said marilla,"[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0007,he was just a little smaller than welcome robin and in comparison with him redtail was a perfect giant but this seemed to make no difference to scrapper for that is who it was,[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0008,he wasn't afraid and he intended that everybody should know it especially redtail it is because of his fearlessness that he is called kingbird all the time he was screaming at the top of his lungs calling redtail a robber and every other bad name he could think of,"[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0009,all the other birds joined him in calling redtail bad names but none not even bully the english sparrow was brave enough to join him in attacking big redtail when he had succeeded in driving redtail far enough from the old orchard to suit him,"[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
 0 3 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0010,scrapper flew back and perched on a dead branch of one of the trees where he received the congratulations of all his feathered neighbors he took them quite modestly assuring them that he had done nothing,[0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0011,peter couldn't help but admire scrapper for his courage as peter looked up at scrapper he saw that like all the rest of the flycatchers there was just the tiniest of hooks on the end of his bill,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
1743-142912-0012,scrapper's slightly raised cap seemed all black but if peter could have gotten close enough he would have found that hidden in it was a patch of orange red while peter sat staring up at him scrapper suddenly darted out into the air,"[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
1743-142912-0013,and his bill snapped in quite the same way chebec's did when he caught a fly but it wasn't a fly that scrapper had it was a bee peter saw it very distinctly just as scrapper snapped it up,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0014,it reminded peter that he had often heard scrapper called the bee martin and now he understood why do you live on bees altogether asked peter,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0015,there wouldn't be any honey if i did,[0 0 0 0 0 0 0 0]
1743-142912-0016,those that i do catch are mostly drones and you know the drones are useless they do no work at all it is only by accident that i now and then catch a worker i eat all kinds of insects that fly and some that don't,"[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
1743-142913-0026,then there are killy the sparrow hawk and spooky the screech owl peter looked surprised i didn't suppose they nested in holes in trees he exclaimed they certainly do more's the pity snapped jenny,[0 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0017,i'm one of farmer brown's best friends if he did but know it you can talk all you please about the wonderful eyesight of the members of the hawk family but if any one of them has better eyesight than i have i'd like to know who it is,"[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0018,there's a fly way over there beyond that old apple tree watch me catch it peter knew better than to waste any effort trying to see that fly he knew that he couldn't have seen it had it been only one fourth that distance away,"[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
1743-142912-0019,but if he couldn't see the fly he could hear the sharp click of scrapper's bill and he knew by the way scrapper kept opening and shutting his mouth after his return that he had caught that fly and it had tasted good,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
1743-142912-0020,are you going to build in the old orchard this year asked peter of course i am declared scrapper i just then he spied blacky the crow and dashed out to meet him,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0021,turning away toward the green meadows instead peter didn't wait for scrapper to return,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0022,just as he was leaving the far corner of the old orchard some one called him peter oh peter rabbit called the voice peter stopped abruptly sat up very straight looked this way looked that way and looked the other way,"[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1743-142912-0023,every way but the right way look up over your head cried the voice rather a harsh voice,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0]
1743-142912-0024,it was cresty the great crested flycatcher he was a wee bit bigger than scrapper the kingbird yet not quite so big as welcome robin and more slender,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0025,his throat and breast were gray shading into bright yellow underneath his back and head were of a grayish brown with a tint of olive green a pointed cap was all that was needed to make him quite distinguished looking,"[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
1743-142912-0026,you seem to be in a hurry so don't let me detain you peter said cresty before peter could find his tongue i just want to ask one little favor of you what is it asked peter who,"[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
1743-142913-0027,it would be a good thing for the rest of us if they didn't nest at all but they do and an old house of yellow wing the flicker suits either of them killy always uses one that is high up and comes back to it year after year,"[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0027,if in your roaming about you run across an old cast off suit of mister black snake or of any other member of the snake family i wish you would remember me and let me know will you peter said cresty a a,"[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1743-142912-0028,a what stammered peter a cast off suit of clothes from any member of the snake family replied cresty somewhat impatiently now don't forget peter i've got to go house hunting but you'll find me there or hereabouts if it happens that you find one of those,"[0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
1743-142912-0029,cast off snake suits before peter could say another word cresty had flown away peter hesitated looking first towards the dear old briar patch and then towards jenny wren's house,[0 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0030,he just couldn't understand about those cast off suits of the snake family and he felt sure that jenny wren could tell him finally curiosity got the best of him and back he scampered lipperty lipperty lip to the foot of the tree in which jenny wren had her home,"[0 0 0 0 0 0 0 0 0 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0031,jenny called peter jenny wren jenny wren no one answered him he could hear mister wren singing in another tree but he couldn't see him jenny jenny wren jenny wren called peter again,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0032,this time jenny popped her head out and her little eyes fairly snapped didn't i tell you the other day peter rabbit that i'm not to be disturbed didn't i tell you that i've got seven eggs in here and that i can't spend any time gossiping,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0033,didn't i peter rabbit didn't i didn't i you certainly did jenny you certainly did and i'm sorry to disturb you replied peter meekly i wouldn't have thought of doing such a thing but i just didn't know who else to go to,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
1743-142912-0034,go to for what snapped jenny wren what is it you've come to me for snake skins replied peter snake skins snake skins shrieked jenny wren,[0 0 0 0 0 0 0 5 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
1743-142912-0035,you don't understand cried peter hurriedly what i want to know is why should cresty the flycatcher ask me to please let him know if i found any cast off suits of the snake family,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142912-0036,he flew away before i could ask him why he wants them and so i came to you because i know you know everything especially everything concerning your neighbors,[0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0028,spooky isn't particular so long as the house is big enough to be comfortable he lives in it more or less the year around now i must get back to those eggs of mine i've talked quite enough for one morning oh jenny cried peter as a sudden thought struck him,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0000,with this jenny wren disappeared inside her house and there was nothing for peter to do but once more start for the dear old briar patch on his way he couldn't resist the temptation to run over to the green forest which was just beyond the old orchard,"[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0001,he just had to find out if there was anything new over there hardly had he reached it when he heard a plaintive voice crying pee wee pee wee pee wee peter chuckled happily,[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0]
1743-142913-0002,he usually is one of the last of the flycatcher family to arrive i didn't expect to find him yet i wonder what has brought him up so early,[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0003,it didn't take peter long to find pewee he just followed the sound of that voice and presently saw pewee fly out and make the same kind of a little circle as the other members of the family make when they are hunting flies,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
1743-142913-0004,it ended just where it had started on a dead twig of a tree in a shady rather lonely part of the green forest almost at once he began to call his name in a rather sad plaintive tone pee wee pee wee pee wee,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 3 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1743-142913-0005,but he wasn't sad as peter well knew it was his way of expressing how happy he felt he was a little bigger than his cousin chebec but looked very much like him there was a little notch in the end of his tail,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 0
 0 0 0 0 0 0 0 0 0]"
1743-142913-0006,the upper half of his bill was black but the lower half was light peter could see on each wing two whitish bars and he noticed that pewee's wings were longer than his tail which wasn't the case with chebec,"[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
1743-142913-0007,but no one could ever mistake pewee for any of his relatives for the simple reason that he keeps repeating his own name over and over aren't you here early asked peter pewee nodded,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0008,that is something i don't often do if you please peter inquired politely why do folks call you wood pewee pewee chuckled happily,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0009,it is so quiet and restful that i love it missus pewee and i are very retiring we do not like too many near neighbors you won't mind if i come to see you once in a while will you asked peter as he prepared to start on again for the dear old briar patch,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0029,jenny paused and jerked her tail impatiently well what is it now she demanded have you got two homes asked peter goodness gracious no exclaimed jenny,[0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0010,come as often as you like replied pewee the oftener the better back in the old briar patch peter thought over all he had learned about the flycatcher family and as he recalled how they were forever catching all sorts of flying insects it suddenly struck him,"[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0011,that they must be very useful little people in helping old mother nature take care of her trees and other growing things which insects so dearly love to destroy,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0012,but most of all peter thought about that queer request of cresty's and a dozen times that day he found himself peeping under old logs in the hope of finding a cast off coat of mister black snake,"[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
1743-142913-0013,it was such a funny thing for cresty to ask for that peter's curiosity would allow him no peace and the next morning he was up in the old orchard before jolly mister sun had kicked his bedclothes off,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
1743-142913-0014,jenny wren was as good as her word while she flitted and hopped about this way and that way in that fussy way of hers getting her breakfast she talked jenny couldn't keep her tongue still if she wanted to did you find any old clothes of the snake family she demanded,"[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0015,then as peter shook his head her tongue ran on without waiting for him to reply cresty and his wife always insist upon having a piece of snake skin in their nest said she why they want it goodness knows but,"[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
1743-142913-0016,perhaps they think it will scare robbers away as for me i should have a cold chill every time i got into my nest if i had to sit on anything like that i have to admit that cresty and his wife are a handsome couple,"[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0017,and they certainly have good sense in choosing a house more sense than any other member of their family to my way of thinking but snake skins ugh by the way where does cresty build asked peter,[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0018,in a hole in a tree like the rest of us sensible people retorted jenny wren promptly peter looked quite as surprised as he felt does cresty make the hole he asked goodness gracious no exclaimed jenny wren,"[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
 0 0 0 0]"
1743-142913-0019,where are your eyes peter did you ever see a flycatcher with a bill that looked as if it could cut wood she didn't wait for a reply but rattled on it is a good thing for a lot of us that the woodpecker family are so fond of new houses look,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0030,one is all i can take care of then why demanded peter triumphantly does mister wren work all day carrying sticks and straws into a hole in another tree it seems to me that he has carried enough in there to build two or three nests,"[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0020,there is downy the woodpecker hard at work on a new house this very minute that's good i like to see that it means that next year there will be one more house for some one here in the old orchard for myself i prefer old houses,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
1743-142913-0021,i've noticed there are a number of my neighbors who feel the same way about it there is something settled about an old house it doesn't attract attention the way a new one does so long as it has got reasonably good walls and the rain and the wind can't get in,"[0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0022,the older it is the better it suits me but the woodpeckers seem to like new houses best which as i said before is a very good thing for the rest of us,[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0]
1743-142913-0023,winsome bluebird stupid snapped jenny wren peter grinned and looked foolish of course said he i forgot all about winsome and skimmer the tree swallow added jenny that's so i ought to have remembered him exclaimed peter,"[0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
1743-142913-0024,i've noticed that he is very fond of the same house year after year is there anybody else again jenny wren nodded yank yank the nuthatch uses an old house i'm told but he usually goes up north for his nesting said she,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
 0 0 0 0 0 0 0]"
1743-142913-0025,tommy tit the chickadee sometimes uses an old house then again he and missus chickadee get fussy and make a house for themselves yellow wing the flicker who really is a woodpecker often uses an old house but quite often makes a new one,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0026,then there are killy the sparrow hawk and spooky the screech owl peter looked surprised i didn't suppose they nested in holes in trees he exclaimed they certainly do more's the pity snapped jenny,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142913-0027,it would be a good thing for the rest of us if they didn't nest at all but they do and an old house of yellow wing the flicker suits either of them killy always uses one that is high up and comes back to it year after year,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0028,spooky isn't particular so long as the house is big enough to be comfortable he lives in it more or less the year around now i must get back to those eggs of mine i've talked quite enough for one morning oh jenny cried peter as a sudden thought struck him,"[0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0029,jenny paused and jerked her tail impatiently well what is it now she demanded have you got two homes asked peter goodness gracious no exclaimed jenny,[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0]
1743-142914-0000,he wasn't ready to go back home to the dear old briar patch yet there seemed nothing else to do for everybody in the old orchard was too busy for idle gossip peter scratched a long ear with a long hind foot trying to think of some place to go,"[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0]"
1743-142913-0030,one is all i can take care of then why demanded peter triumphantly does mister wren work all day carrying sticks and straws into a hole in another tree it seems to me that he has carried enough in there to build two or three nests,"[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
1743-142914-0000,he wasn't ready to go back home to the dear old briar patch yet there seemed nothing else to do for everybody in the old orchard was too busy for idle gossip peter scratched a long ear with a long hind foot trying to think of some place to go,"[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142914-0001,i'll just run over and pay my respects to grandfather frog and to redwing the blackbird redwing was one of the first birds to arrive and i've neglected him shamefully when peter thinks of something to do he wastes no time,"[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
1743-142914-0002,off he started lipperty lipperty lip for the smiling pool he kept close to the edge of the green forest until he reached the place where the laughing brook comes out of the green forest on its way to the smiling pool in the green meadows,"[0 0 0 0 0 0 0 5 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
1743-142914-0003,bushes and young trees grow along the banks of the laughing brook at this point the ground was soft in places quite muddy peter doesn't mind getting his feet damp so he hopped along carelessly,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142914-0004,from right under his very nose something shot up into the air with a whistling sound it startled peter so that he stopped short with his eyes popping out of his head,[0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142914-0005,he had just a glimpse of a brown form disappearing over the tops of some tall bushes then peter chuckled,[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142914-0006,he scared me for a second then you are even said a voice close at hand you scared him i saw you coming but longbill didn't peter turned quickly there was missus woodcock peeping at him from behind a tussock of grass,"[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1743-142914-0007,i didn't mean to scare him apologized peter i really didn't mean to do you think he was really very much scared,[0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743-142914-0008,i recognized you just as i was disappearing over the tops of the bushes so i came right back i learned when i was very young that when startled it is best to fly first and find out afterwards whether or not there is real danger,"[0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 5 0 0 0 0 0 0]"
1743-142914-0001,i'll just run over and pay my respects to grandfather frog and to redwing the blackbird redwing was one of the first birds to arrive and i've neglected him shamefully when peter thinks of something to do he wastes no time,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1743-142914-0009,i am glad it is no one but you peter for i was having a splendid meal here and i should have hated to leave it you'll excuse me while i go on eating i hope we can talk between bites,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
1743-142914-0010,certainly i'll excuse you replied peter staring around very hard to see what it could be longbill was making such a good meal of but peter couldn't see a thing that looked good to eat there wasn't even a bug or a worm crawling on the ground,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
1743-142914-0011,longbill took two or three steps in rather a stately fashion peter had to hide a smile for longbill had such an air of importance yet at the same time was such an odd looking fellow,"[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
