file_name,ground_truth,prediction
2518-154825-0002,and twas only shooting at a venture we were safe but for how short a time safe just for so long as it should please the soldiers not to come down to take us,and twas only shooting at a venture we were safe but for how short a time safe just for so long as it should please the soldiers not to come down to take us
2952-410-0048,on the contrary the line of leverance was smooth as the line at which a falling leaf detaches itself from the stem then said the elder i am quite sure that the priest told us nothing but the truth this is the head of a rokuro kubi,on the contrary the line of leverance was smooth as the line at which a falling leap  leaf detaches itself from the itself from the sitself from the stem then said the elder i am quite sure that the priest told us nothing but the truth his is the head of a rokuro kubi
8095-274346-0038,buckingham though lying under impeachment was yet by means of court interest chosen in his place the commons resented and loudly complained of this affront and the more to enrage them the king himself wrote a letter to the university extolling the duke,buckingham though lying under impeachment was yet by means but by means of court interest chosen in his play play place the commons resented and loudly complained of this affront an the front and the more to enrage them the king himself wrote a letter to the university extolling the duke
1963-142393-0049,perhaps she had found complete repose without him and had ceased to feel any need of his love on the verge of a decision we all tremble hope pauses with fluttering wings but now at last she was very near,perhaps she hfound complete repose without him and had ceased to feel any need of his love on lve o love on the verge of a decision we all tremble hope apapa pauses with fluttering wings but now at last she was very near
311-124404-0055,and finally that this heat is capable of causing any drop of blood that passes into the cavities rapidly to expand and dilate just as all liquors do when allowed to fall drop by drop into a highly heated vessel,and and finally that this heat is capable of causing any drop of blood that passes into the cavities rapidly to expand and dilate just as all liquors do when allowed to fall drop by drop into a highly heated vessel
1502-122619-0084,was whispered from mouth to mouth magua had often heard the fame of this wise and just delaware,was whispered from mouth to mouth magua had often heard that wa was the the fame of this wise and just delaware
3699-175950-0000,s'death cried my great grandfather clapping his hand upon his nose,steath cried my great grandfather clapping his hand upon his nose
3240-131231-0014,but a whirlwind is thought of as a condition of chaos quasi chaos,but a whirlwind is thought of as a condition of chaos quasi chaos
4788-294466-0029,his brown feet raced so fast that by the time the girls were dismounting before the big square two storied adobe near the mountains emanuel was there to lead their horses around back mary glanced affectionately at the old place with its flower edged walk,his brown feet raced so heraced so raced so fast that by the time the girls were dismounting before the big square two storied adobe near the mountains to the mountains to the mountains emanuel was there to lead their their horses around back mary glanced affectionately at the old place with its flower edged walk
412-126975-0013,but her figure was beyond conjecture for she was so wrapped up in brown furs that it was hard to say which was hair and which was fur but for the attractive face she might have been a small toddling bear,but her figure was was was was beyond conjecture for she was so wrapped up in brown furs that it was hard to say which was hair and which was fur but for the attractive face she might have been a small toddling bear
8238-283452-0018,after that show of spirits the turnips in that field tasted of rum long after the ghost ship had sailed away into the blue the modern spook is possessed not only of humor but of a caustic satire as well,after that to that show of spirits the turnips in that field tasted of rum long after the ghost ship had sailed away into the blue the modern spook is possessed not only of humor but of a caustic satire as well
2289-152257-0012,that were carried on a fleet of six hundred ships it took this fleet three months to make the voyage from constantinople to africa the same voyage may now be made in a very few days but in the time of belisarius there were no steamships,that were carried on a fleet of that that wassix hundred ships it took this fleet three months to make the voyage from constantinople to africa the same voyage may now be made in a very few days but in the time of belisarius there were no steam ships
5678-43302-0006,i said that braithwaite had done more for the world by one speech than jesus and all his saints put together he was aware that the knitting needles stopped for a second then they went on again as before,i said that brathwate had done more for the world by one speech than jesus and all his saints put together he was ether he was aware that the knitting needles stopped for a second then they went on again as before
1743-142914-0032,they looked so much like the surrounding pebbles that he never would have seen them in the world but for missus teeter peter hastily backed away a few steps missus teeter slipped back on the eggs and settled herself comfortably,they looked so much like the surrounding pebbles that that he never would have seen them in the world but for missus missus teeter peter hastily backed away a few steps missus teeter slipped back on the eggs and settled herself comfortably
4830-25904-0022,all but my favourite who carried his share to his sick mate and by every gentle means in his power tried to make her eat she was too ill however and turned away with a plaintive moan which seemed to grieve him sadly,all but my favorite who carried his share to his sick mate and by every gentle means in his power tried to make all our tried to make our tried to make her eat she was too ill however and turned her way with a plaintive moan which seemed to grieve him sadly
831-130746-0031,they scarcely heeded whither they rode at first being only anxious to get away turning once westward when the spire of chichester cathedral rose suddenly near them out of the dewy night pale and intricate and high,they scarcely heeded whither they rode at first being only anxious to get away turning once westward when the spire of chichester cathedral rose suddenly near them out of the dewy night pale and intricate and high
5393-19218-0049,the breezes of february are not warm as the fishwife clad in a low necked gown replied to the spaniard she shivered laughed and coughed here is their dialogue say now what daddy,the breezes of february are not warm as the fishwife clad in a low necked gown replied to the spaniard she shivered laughed and coughed here is their dialogue say now what daddy
4018-107312-0034,but at this season of the year i must have life the moment i came out i bathed in the river and then went home and dressed he added in a satisfied tone and now i am going to the temple i'll tell you what julia has been pricked to day with a shuttle,but at this season of the year i must have life the moment i came out i bathed in the the but a river and then went home and dressed he added in a satisfied tone and now i am going to pto to the temple i'll tell you what julia has been pricked to day with a shuttle
1334-135589-0079,mister heatherstone may make his own terms i must wave all pride rather than lose her i thought that i had more control over myself but i have seen her and feel that my future happiness depends upon obtaining her as a wife,mister heatherstone may make his own term make his own terms i must wave all pride rather than lose her i thought that i had more control over myself but i have seen her and feel that my future happiness depends upon obtaining her as a wife
1502-122619-0045,then they fled to the delawares for say they the delawares are our friends their minds are turned from their canada father this insinuation was a home thrust,then they fled to the delawares for said e they the delawares are our friends their minds are turned from their canada father this insinuation was a home thrust
5456-62014-0004,dey all made der bre'kfus offen roas'in' years er de new cawn an den de darnse begun an lasted fo days an fo nights,dey all made de breakf's offin roasin yet da et dah es er de new cawn an den de danse begun an lasted fo days an fo nights
8468-286673-0036,does my shell look very bad he cried i wish i could see it oh i am so glad to get back i'll never be slow again never never his mother came and leaned her shell lovingly against his,does my shell look dell lookdell look very bad he cried i wish i could see it oh i'm so glad to get back i'll never be slow again never never his mother came and leaned her shell lovingly against his
8238-274553-0072,two or three weeks before the adventure and that he was satisfied from the general tenor of his conversation,two or three weeks before the adventurterterter and that he was satisfied from the general tenor of his conversation
198-209-0006,at the bottom of the street however she looked back again and then not at a window but issuing from the door she saw miss tilney herself she was followed by a gentleman whom catherine believed to be her father and they turned up towards edgar's buildings,at the bottom of the street however she looked they looked back again and then not at a window but issuing from the door she saw miss tilney herself she was followed by a gentleman whom catherine believed to be her father and they turned up towards edgar's buildings
8975-270782-0107,how does one solve this contradiction we begin to see that a distinction must be made something that originates in our conscious life and that shares its characteristics,how does one solve this contradiction we begin to see that a distinction must distinction must be made something that originates in our conscious life and that shares its characteristics
6437-66172-0034,it was unanimously resolved that conway's animosity should not be quietly submitted to he had sought to inform against us in the stagecoach business he had volunteered to carry pettingil's little bill for twenty four icecreams to charley marden's father,it was unanimously resolved that conway's econway's conway's animosity should not be quietly submitted to he had sought to inform against us in the sssof stage coach business he had volunteered to carry petingill's little bill for twenty four ice creams to charley marden's father
2518-154825-0006,but i will put a kerchief round and while i wrap it listen to how we lie and then choose what we shall do i nodded biting my lips hard to conceal the pain he gave me and he went on,but i will put a kerchief round and while i wrap it listen how we lie and then choose lie and then choose what we shall do i but i nodded biting my lips hard to conceal the pain he gave me and he went on
4830-25898-0024,for some time after this missus cluck kept her three remaining little ones close to her side watching over them with maternal care till they were heartily tired of her anxious cluckings peep and peck were always together,for some time after this missus missus cluck kept her three remaining little ones close to her side watching over them with maternal care till they were heartily tired of her anxious cluckings peep and peck were always together
1963-142393-0051,adam was glad for with the fine instinct of a lover he felt that it would be best for her to hear his voice before she saw him he came within three paces of her and then said dinah,adam was glad glad for with the fine instinct of a lover he felt that it would be best for her to hear his voice before she saw him he came within three paces of her and then said dinah
7067-76047-0021,miss seyffert is a fairly crude mixture of frankness insincerity and self explanatory egotism and i have been able to disregard a considerable amount of the conversation she has addressed to me,miss seyffert is a fairly crute ecrude mixture of frankness in sincere frankness in sincerity and self explanatory egotism and i i i i have been able to disregard a considerable amount of the conversation she has addressed to me
2952-410-0006,and after a moment of silent observation said to him in a tone of great surprise what kind of a man can you be good sir that you dare to lie down alone in such a place as this there are haunters about here many of them are you not afraid of hairy things,and after a moment of silent observation said to him in a tone of and and tone of a tone of great surprise what kind of man can you be good sir that you dare to lie down alone in such a place as this there are haunters about here many of them are you not afraid of hairy things
2518-154825-0028,and not a man in all the world to do it with a full grown lad in his arms yet elzevir made no bones of it nor spoke a single word only he went very slow and i felt him scuffle with his foot,and not a man in all the world to dodo it with a full grown lad in his arms yet elzevir made no bones of it ror spoke a single word only he went very slow and i felt him scuffle with his foot
4018-107338-0014,you did well good stephen as you always do said sybil with a musing and abstracted air no one has so much forethought and so much energy as you he threw a glance at her and immediately withdrew it their eyes had met,you did well good good good stephen as you always do said sybil with a musing and abstracted air no one has so much forethought and so much energy as you he threw a glance at her and immediately withdrew it their eyes had met
2952-410-0059,and he then became afraid that the spirit of the rokuro kubi might give him trouble so he made up his mind to take back the head to the place from which it had come and to bury it with its body he found his way to the lonely cottage in the mountains of kai but nobody was there,and he then became afraid that the spirit of the rokurokubi might give him trouble so he made up his mind to take back the head to the place from which it had come and to bury it with its body he found his way to the lonely cottage in the mountains of kai but nobody was there
3699-175950-0017,that the sweat of a man's brows and the exsudations of a man's brains are as much a man's own property as the breeches upon his backside,that the sweat of a man's brows and the excudations of a man's brains are as much a man's own property property property as the breeches upon his backside
78-369-0040,some weeks before this period i had procured a sledge and dogs and thus traversed the snows with inconceivable speed,some weeks before this period i had procured a sledge and dogs and thus traversed the snows with inconceivable speed
289-121652-0023,boston children at that date says mister whitmore were fed upon gospel food and it seems extremely improbable that an edition could have been sold,boston children at that date says mister whitmore were fed upon gospel gospel gospel food and it ses seems extremely improbable that an addition could have been sold
7517-100442-0009,i perceive now that i was over hasty in deciding to become a grocer that is rather for one's old age while one is young and interested in persons rather than in things,i perceive now that i i was over hasty in deciding to become a grocer that is rather for one's rather for one's old age while one is young one is young and interested in persons rather than in things
4853-27670-0011,but no feature of my lamentable situation so affrighted me so worked upon the passions of my mind as my loneliness oh for one companion,but no feature of my lamentable situation so affrighted me so worked upon and and the passions of my mind as my loneliness oh for one companion
5678-43302-0028,she can't get it out of her head even after fifty years well watch her won't you by the way yes there's a little more news from the east they say felsenburgh's running the whole thing now the empire is sending him everywhere,she can't get it out of her head even after fifty years well whatch her won't you by the way yes there's a little more news from the east  from the east they say felsenburgh's running the whole thing now the empire is sending him everywhere
2952-408-0005,the people whom you saw in the next room are the inhabitants of this village,the people whom you saw in the next room are the inhabitants of this village
5561-41616-0019,shouting the war cry of the juniors there was a great clapping of hands from the admirers of the juniors at this effort but the seniors promptly responded from the other end of the gallery to the tune of dixie with the seniors are the real thing hurrah hurrah our gallant team now takes its stand,shouting the warcry of the juniors thejuniors the juniors there was a great clapping of hands from the admirers of the juniors at this effort but the seniors promptly responded from the other end of the galler shgallery gallery to the tune of dixie with the seniors are the real thing hurrah hurrah our gallant team now takes its stand
3699-175950-0022,but that was not thy transgression my dear uncle here but why here rather than in any other part of my story i am not able to tell but here it is my heart stops me,but that was not thy transgression my dear but thy transgression my dear uncle here but why here rather than in any other part of my story i am not able to tell but here it is my heart stops me
2893-139310-0017,the younger man suddenly became audible in a pause of the outer thunder,the young man suddenly became audible in a pause of the outer thunder
198-126831-0021,and that is the tragedy of life on that day the gates of eden are shut behind them and the age of gold is over henceforth they must dwell in the common light of common day only a few who remain children at heart can ever find that fair lost path again,and that is the tragedy of life on that day the gates of of eden are shut behind them an age of gold is over henceforth they must dwell in the common light and af common day only a few who remain children at heart and heart and heart can ever find that fair lost path again
8098-278252-0016,with this i returned to my companions somewhat warmer physically but cooler in spirit the hotel in cuyahoga falls received us most hospitably,with this i returned to my companions somewhat what warmer physically  cooler in spirit the hotel in quaahoga falls received hoga falls received us most hospitably
1502-122615-0001,the sight of a coward's blood can never make a warrior tremble the gray head and the sagamore are safe,the sight of a coward's blood can never make a warrior tremble the gray head and the sagamore are safe
4830-25904-0004,and put down his immense head with a sullen snort as if he'd have tossed me with great satisfaction i did not blame him for the poor fellow was homesick doubtless for his own wide prairies and the free life he had lost,and put down anput down his immense head with a sullen snort as if he'd have tossed me with great satisfaction i did not blame him for the poor fellow was homesick doubtless for his own wide prairies and the free life he had lost
5456-58161-0015,an infant kohinoor did the thing and sighing with love or something the same what's in a name the princess may consented,an infant koonor did the thing and sigin with love or something the same what's in e name the princess may consented
8468-295198-0009,i say my dear if you will persist in gossiping over our private family matters with that old mother magpie my dear i don't gossip she comes and bores me to death with talking and then goes off and mistakes what she has been saying for what i said,i say my dear if you will persist in gossiping over our private family matters with that old mother magpie my dear i don't gossip she comes and bores me to death with talking and then goes off and mistakes what she has been saying for what i said
6925-80680-0023,come to where you now stand and cry fairy of the forest fairy of the forest help me now and i will listen to you the prince thanked her and continued his journey but he thought little of the old woman's saying and much of the lovely damsel,come to where you now stand and cry fairy of the forest fairy of the forest help me now and i will listen to you the prince thanked her and continued his journey but he thought little of the old woman's saying and much of the lovely damsel
1963-147036-0035,good god he muttered and read on,good god he muttered and read on
5678-43302-0023,she loved to see him like this his confident flushed face the enthusiasm in his blue eyes and the knowledge of his pain pricked her feeling with passion she bent forward and kissed him suddenly my dear i am so proud of you oh oliver he said nothing,she loved to see him like this his confident flushed face confident flushed face the enthusiasm in his blue eye sheyes and the knowledge of his pain pricked her feeling with papassion she bent forward and kissed him suddenly my dear i am so proud of you oh oliver he said nothing
4018-103416-0006,that the submarine sinkings were colossal our peace was at a fearful cost and on the edge of this volcano america played when graham spencer left the mill that tuesday afternoon it was to visit marion hayden,that the submarine sinkings were for colossal our peace was at a fearful cost and on the edge of this volcano america played when graham spencer left the mill that tuesday afternoon it was to visit marion hayden
1502-122619-0020,then the delaware invited his guest to enter his own lodge and share his morning meal the invitation was accepted and the two warriors attended by three or four of the old men walked calmly away,then the delaware invited his guest to enter his own lodge and share his morning meal the invitation ws the invitation wa the invitation was accepted and the two warriors attended by three or four of the old men men walked calmly away
1963-142776-0025,from some lines of oppian it would appear that the ancients were ignorant that the oyster is generally found adhering to rocks the starfish is one of the most deadly enemies of these bivalves the poet says,from some lines of o ddivopian it would appear that the ancients were ignorant the oyster is generally found adhering to rocks the starfish is one of the most deadly enemies of these bivalves the poets say
311-124404-0078,and more vivid and warmer immediately after leaving the heart in other words when in the arteries than it was a short time before passing into either in other words when it was in the veins,and more vivid and warmer immediately after leaving the heart in other words when in the arteries than it was a short time before passing into either in other words when it was in the veins
6437-66173-0041,well it can't be helped now i reflected as the monkey said when he fell out of the cocoanut tree added charley marden trying to make me laugh it was early candle light when we reached the house,well it can't be helped  can't be helped now i reflected as the monkey said di daid when he fell out of the cocoanut tree added charley marden trying to to mto make me laugh it was early candle light when we reached the house
5678-43303-0034,oliver hated interference and he would surely soon remember and relieve her anxiety then even as she turned away the bell rang sharply and a white label flashed into sight whitehall she pressed the corresponding button and her hand shaking so much,oliver hated interference and he would surely soon remember and relieve her anxiety then even as she turned away the bell rang sharply and a white label flashed into sight whitehall she pressed the corresponding button and her hand shaking so much
7067-76048-0004,but she was interested in and curious about the people she had met in life and her talk of them reflected a considerable amount of light upon her own upbringing and experiences and her liking for sir richmond was pleasingly manifest,but she was interested in and curious about the people she had had had met in life and her talk of them reflected a considerable amount of light upon her own upbringing and experiences and her liking for sir richmond was pleasingly manifest
7780-274562-0064,let this emendation be submitted to every artist in the world by each will its necessity be admitted and even far more than this in remedy of the defective composition,let this emendation let this emendation let this emendation be submitted to every artist in the world by each will its neach will its neach will its necessity be admitted and even far more than this in this in remedy of the defective composition
8238-274553-0051,the theatre of honor by favyn,the theatre of honour by favin
8975-270782-0017,beautiful examples of this occur in literature and i myself can present such an example i once dreamed in a certain connection of a person who must have performed some service for me and whom i clearly saw he was a one eyed man short in stature stout,beautiful examples of this occur in literatre and i myself can present such an example i once dreamed in a certain connection of a petion of a pergon of a person who must have performed some service for me and whom i clearly saw he was a one eyed man short in stature stout
198-209-0003,tripping lightly through the church yard and resolutely turning away her eyes that she might not be obliged to see her beloved isabella and her dear family who she had reason to believe were in a shop hard by she reached the house without any impediment looked at the number,tripping lightly through the churchyard and resolutely turning away her eyes that she might not be obliged to see her beloved isabella and her dear family who she had reason to believe were in a shop hard by she reached the house without any impediment looked at the number
1963-142776-0008,three blades of mace one bunch of sweet herbs one quarter oz of peppercorns salt to taste,three blades of mace one bunch of mace one bunch of mace one bunch f sweet herbs one quarter ounce of pepper corns salt to taste
5393-19218-0029,tow wigs pink tights dandified hats spectacles of a grimacer,tow wigs wigs pink tights dandified hats spectacles of a grimacer
5456-62043-0016,thompson i say we'd better take three or four cords at the next woodyard it can't be more than six miles from here two aces and a bragger with the age,thompson i say we'd better take three or four cords at the next cords at the next cords at the next woodyard it can't be more than six miles from here two aces and a bragger with the age
2007-149877-0029,and report the state of trade in the cities which he visited and so managed to make himself almost invariably agreeable to night he was particularly so since his report to the company had been favourably commented upon,and report the state of trade in the cities which he visited and so managed to make himself almost invariably most invariably most invariably agreeable to night he was particularly so since his report to the company had been favorably commented upon
7517-100437-0000,a household book once on a time i discovered samuel butler not the other two but the one who wrote the way of all flesh the second best novel in the english language,a household book once on a time i discovered samuel butler not butler not abutler not the other two but t two but the one who wrote the way of all flesh the second best novel in the english language
7067-76048-0052,mister lake had been rather hardly used and had acquired merit by his behaviour under bad treatment there was some story however connected with her war services in europe upon which miss grammont was evidently indisposed to dwell,mister lake had been rather hardly used and had acquired merit by his behaviour under bad treatment there was some mistory however connected with her war services in europe upon which miss grammont was evidently indisposed to dwell
7517-100429-0009,has done the damage the soul yearns for something more startling than that the record of the pond,has done the damage the soul yearns for something more startling than that the record of the pond
2989-138035-0062,but when such gifts fall to one that has hard cash i wish my condition of life was as becoming as they are,but when such gifts fault to one that has hart part part cash i wish my condition of life was as becoming as they are
4137-11702-0032,father she said stroking his hand where it rested on his knee i have got some news for you nothing about the coun nothing serious i hope said merriwig in alarm,father she said stroking his hand where it rested on his knee i have got some news for hare you nothing about the count nothing but the count nothing but the count nothing serious i hope said merriwig in alarm
2518-154826-0002,and the wind which a few minutes before threatened to blow me from that narrow ledge seemed now but the gentlest of breezes fresh with the breath of the kindly sea but this was only for a moment for the anguish came back and grew apace,and the wind which a few ad few minutes before threatened to blow me from that narrow ledge seemed now now now andnow but the gentlest of breezes fresh with the breath of the kindly sea but  and and the kindly sea but a kindly sea but this was only for a moment for the anguish came back and grew apace
2893-139310-0035,he threw his arm free of this and followed lincoln he perceived the girl in grey close to him her face lit her gesture onward for the instant she became to him flushed and eager as she was an embodiment of the song,he thrw threw threw threw his arm free of this and followed lincoln he perceived the girl in grey close to him her face lit her gesture onward for the instant she became thim to ito him flushed and eager as she was an embodiment of the song
2989-138028-0002,what answer god will give to your complaints housekeeper i know not nor what his majesty will answer either i only know that if i were king i should decline to answer the numberless silly petitions they present every day,what answer god will give to your complaints housekeeper i know not nor what his majesty will answer either i only know that if i were king i should decline to answer the numberless silly petitions that present every day
625-132118-0047,in the nest i had builded if one must have gone why not i why may i not rest me from this restlessness and sleep from this wide waking,in the nest i had builded if one must have gone why not i why may i not rest me from this restlessness and sleep from this wide waking
2092-145709-0012,it thanked the princess most heartily for her goodness and said that its sufferings had already been greatly lessened now one of the princess's elder sisters who was very inquisitive,it thanked the princess thanked the princess thanked the princess most heartily for her goodness and said that its sufferings had already been greatly greatly lessened now now one of the princess's elder sisters who was very inquisitive
2518-154825-0036,but here was another difficulty for the path was still so narrow and the cliff wall so close that he could not take me up in his arms so i lay flat on my face and he stepped over me setting his foot between my shoulders to do it,but here was another difficulty for the path was still so narrow and the cliff wall so close that he could not take me up in his arm up in his arms so i lay flat n on on my face and he stepped over me setting his foot between my shoulders to do it
198-126831-0027,do you think he'll ever tell you who alice is i asked i have a notion who alice is already said the mysterious creature but she would tell us nothing more when the jelly cookies were all eaten it was high time to be moving homeward,d'  ou think he'll ever tell you who alice is i asked i have a notion who alice is already said the mysterious creature but she would tell us nothing more when the jelly cookies were all eaten it was high time to be moving homeward
1963-142393-0035,as the delicate weblike clouds had gradually melted away into the clear blue above him he seemed to see dinah's gentle face assuring him with its looks alone of all he longed to know,as the delicate delicate delicate weblike clouds had gradually melted away into the clear blue above him he seemed to see dinah's gentle face assuring him with its looks alone of all he longed to know
5393-19218-0013,an accident happened to jean valjean he crushed the thumb of his right hand,an accident happened to jean valjean he crushed the thumb of his right hand
4853-29413-0028,is there anything more i asked that i ought to know only one thing mister roylake that i can think of gloody replied i'm afraid it's miss cristel's turn next what do you mean,is there anything more i asked i asked i asked that i ought to know only one thing mister roylake that i can think of gloodyreplied i'm afraid it's miss cristel's afraid it's miss cristel's turned next what do you mean
5456-62043-0010,what's the odd quarter for i should like to know you only charged me three as i went down why captaing drawled out the wood merchant with a sort of leer on his yellow countenance which clearly indicated that his wood was as good as sold,what's the odd quarter fore i should like to know you only charged me three as i went down why captang drawled out the wood merchant with a sort of alleer on his yellow countenance which clearly indicated that his wood was as good as sold
8468-294887-0040,and are now both in the city i am a blacksmith and have worked six months in one shop in new york with white journeymen not one of whom believes i suppose that i am a colored man it was not surprising for so fair was his complexion,and are now both in the city i am a blacksmith and have worked six months in one shop in new york and york york with white journeymen not one of whom believes i suppose that i am a colored man anm it was not surprising for so fair was his complexion
4788-94904-0029,but as it is merely personal it rarely effects any change in the general habits of the people unless the prophet like mohammed is also a military chief and goes forth the armed apostle of a new religion,but as it is merely personal it rarely effects any change in the general but general habits of the people unless the prophet like mohammed is also a military chief and goes forth the armed apostle of a new religion
3240-131231-0066,some of the fish were fresh but others were rotten and without heads among the number which i got five were fresh and the rest stinking and headless they remind us of his grace's observation of some pages back,some of the fish were fresh but others were rotten and without heads among the n in the number which i got five were fresh and the rest stinking and headless they rereremind us of his grace's observation of some pages back
198-126831-0031,well here's the key go and see for yourself said peter felicity had no intention of going and seeing i think you boys ought to go she said retreating behind the defence of sex you ought to be braver than girls,well here's the key go and see for yourself said peter felicity had no intention of going and seeing i think you boys ought to go she said retreating behind the defence of sex you ought to be braver than girls
2989-138028-0039,say the prayer of santa apollonia that is if you know it for i will come presently and you will see miracles woe is me cried the housekeeper,say the prayer of santa apolonia that is if you yo noso no you know it for i will come prpresently and you will see miracles woe is me cried the housekeeper
1963-142393-0025,the hope of passing his life with her had been the distant unseen point towards which that hard journey from snowfield eighteen months ago had been leading him tender and deep as his love for hetty had been,the hope of passing his life with her had been the distant unseen point toward which that hard journey from snowfield eighteen months ago had been leading him tender and deep as his love for hetty had been
6000-55211-0032,the collector's eyes glowed he picked up the teapot with careful rapture and examined it then he turned to the tray after a moment he spoke i have only one other in my collection as rare he said,the collector's eyes glowed he picked up the teapot with careful rapture and examined it then he turned to the tray after a moment he spoke i have only one other in my collection as rare he said
4830-25898-0016,for every fowl in the yard twitted her with the difference between her preaching and her practice,for every fowl in the yard twitted her with the difference between between her preaching and her practice
1088-134315-0053,said the woman doubtfully i wish he'd brick it up the same as he has the lower cellar i get the horrors sittin here at night expectin the door to open an the ghost of the mad lord to come out him that was killed in africa miss holland laughed i want you to go out now she said,said the woman doubtfully i wish he'd brick it up the same as he has the lower cellar i get the horrors sittin said sittin here at night expectin the door to open and the ghost of the mad lord to come out him that was killed in africa miss holland laughed i want you to go out now she said
2893-139310-0007,he did not believe he heard aright he resisted the persuasion he pretended not to understand not to hear he lifted his voice again i have been awake three days a prisoner three days,he did not did not did not believe he heard a right he resisted the persuasion he pretended not to understand not to hear he lifted his voice he lifted his voice again i have been awake three days a prisoner three days
8238-274553-0052,brantome's memoirs of duels published at cologne sixteen sixty six,branterms memoirs of duels published at cologne sixteen sixty six
8468-286673-0034,and again he fell fast asleep,and again he fell fast asleep
8238-283452-0028,kicking his heels against the railing and hears his admonition that he'd better hurry up as the live uncle is coming in sight,kicking his heels against the railing and hears his amonition that he'd better hurry up as the live uncle is coming in sight
78-369-0012,heard and approved my devotion but the furies possessed me as i concluded and rage choked my utterance,herd and approve herd and approve  herd and approve my devotion but the furies possessed me as i concluded and rage choked my utterance
1088-134315-0046,she handed him the letter and he read without a droop of eyelid the superscription,she handed him the letter and he read without a droop of eyelid the superscription
8975-270782-0072,and persons who had neglected to take part in denying this proscribed or tabooed feeling relationship later made good the omission by taking all value from the complex through false interpretations according to my unchanged conviction,and persons who had neglected to take part in denying this and  in denying this proscribed or tabood feeling relationship later made good the omission made good the omission made good the omission by taking all value from the complex anaking all value from the complex through false interpretations according to my unchanged conviction
4018-107338-0022,you pursue an avowed and legal aim by legal means do you not what then is there to fear and why should anything happen that should make us apprehensive all is very well at this moment said morley and all may continue well,you pursue an avowed and legal aim by legal me means do you not what then is there to fear hear here and why should anything happen that should make us apprehensive all is very well at this moment said morley and all may continue well
7780-274562-0070,he spoke upon this topic with warmth regarding not so much its immediate or obvious importance which is little,he spoke upon this topic with warmth regarding not so much ats immediate or obvious importance which is little
8238-283452-0016,how little originality and initiative he showed and how dependent he was on his own atmosphere for thrills his sole appeal was to the spinal column the ghost of to day touches the funny bone as well,how little originality and initiative he showed and how dependent he was tendant he was pendant he was on his own atmosphere for thrills his sole appeal was to the spinal column the ghost of to day touches the funny bone as well
7067-76048-0012,her imagination glowed in her eyes and warmed her voice i believe what you say is possible if people dare i am tired of following little motives that are like flames that go out when you get to them,her imagination glowed her imagination glowed her imagination glowed in her eyes and warmed her voice i believe what you say is possible if if people dare i am tired of following little motives that are like flames that go out when you get to them
2007-149877-0021,too rich too famous or too successful with whom he could not attempt any familiarity of address and with these he was professionally tactful assuming a grave and dignified attitude paying them the deference which would win their good feeling,too rich too famous or too famous or too famous or too successful with whom he could not attempt any familiarity of address and with these he was professionally tactful assuming a grave and dignified attitude paying them the deference which would win their good feeling
103-1241-0027,who had been stolen away from her parents in her infancy by a cruel nurse who died before she could confess i used to lie awake at nights and imagine things like that because i didn't have time in the day i guess that's why i'm so thin i am dreadful thin ain't i there isn't a pick on my bones,who had been stolen away from her parents in her infancy by who herinfancy by a cruel nurse who died before she could confess s i used to lie awake at nights and imagine things like that because i didn't have time in the day i guess that's why i'm so who ud who ha then i am dreadful thin ain't i there isn't a pick on my bones
78-369-0041,and i hoped to intercept him before he should reach the beach with new courage therefore i pressed on and in two days arrived at a wretched hamlet on the seashore i inquired of the inhabitants,and i hoped to intercept him before he should reach the beach to the beach with new courage therefore i pressed on asset on heset on and in two days arrived at a wretched hamlet on the s s seashore i inquired of the inhabitants
6000-55211-0061,still i was sorry for the poor little old lady i wish somehow she could have that hundred dollars it was the man who said this not the collector so do i rejoined billy dolefully,still i was sorry for the poor little old lady i wish somehow she could have ad that hundred dollars it was the man who said this not the collector so do i rejoined billy dolefully
2289-152254-0027,but the cunning vandal was not thinking of peace he only wanted time to carry out a plan he had made to destroy the roman fleet one dark night during the truce he filled the largest of his ships,but the cunning vandal was not thinking of peace he only wanted time to carry out a plan he had made to destroy the roman fleet one dark night during the truce he filled the largest of his ships
289-121665-0024,she decided she would not wait any longer so up she took her little crook determined for to find them and began climbing the hill when she got to the top there was never a sight of sheep about,she decided she would not wait any longer so up she took her little crook determined for to find them and began  n n climbing the hill when she got to the top there was never a sight of sheep about
5390-24512-0016,and he sent a great army against jerusalem the jews shut the gates of their city and so began the awful siege of jerusalem and when ye shall see jerusalem compassed with armies,and he  and he sent a great army against jerusalem the jews shut the gates of their city and so began the awful siege of jerusalem and an jerusalem and when ye shall see jerusalem compassed with armies
8975-270782-0098,if the evil impulses of the dream are merely infantilism a return to the beginnings of our ethical development since the dream simply makes children of us again in thinking and in feeling we need not be ashamed of these evil dreams if we are reasonable,if the evil impulses of the dream are merely enfantilism a return to the beginnings of our ethical development since the dream simply makes children of us again in thinking and in feeling we need not be ashamed of these evil dreams if we are reasonable
4018-107338-0009,then hesitating while a soft expression came over her countenance she held forth her hand which he retained for a moment and withdrew i was with him more than an hour continued morley at first he recollected nothing,then hesitating while a soft expression came over her countenance she anced she held forth her hand which he retained for a moment and withwithdrew i was i was with him more than an hour continued morley at first he recollected nothing
